Label,classification_title,classification_contents
여론이슈~경질,"[{'label': 'neutral', 'score': 0.9872685670852661}]","[{'label': 'neutral', 'score': 0.9840765595436096}]"
경질이후,"[{'label': 'positive', 'score': 0.6731852889060974}]","[{'label': 'negative', 'score': 0.994753360748291}]"
경질이후,"[{'label': 'neutral', 'score': 0.9863262176513672}]","[{'label': 'negative', 'score': 0.7787657976150513}]"
경질이후,"[{'label': 'neutral', 'score': 0.9161446690559387}]","[{'label': 'negative', 'score': 0.99472576379776}]"
경질이후,"[{'label': 'neutral', 'score': 0.9906586408615112}]","[{'label': 'neutral', 'score': 0.9575989246368408}]"
경질이후,"[{'label': 'neutral', 'score': 0.972496747970581}]","[{'label': 'negative', 'score': 0.5291734337806702}]"
경질이후,"[{'label': 'negative', 'score': 0.9922229647636414}]","[{'label': 'negative', 'score': 0.974526047706604}]"
경질이후,"[{'label': 'negative', 'score': 0.9364234805107117}]","[{'label': 'negative', 'score': 0.9845081567764282}]"
경질이후,"[{'label': 'neutral', 'score': 0.8230418562889099}]","[{'label': 'neutral', 'score': 0.9497727155685425}]"
경질이후,"[{'label': 'negative', 'score': 0.7547208070755005}]","[{'label': 'negative', 'score': 0.823855996131897}]"
경질이후,"[{'label': 'positive', 'score': 0.4761129319667816}]","[{'label': 'negative', 'score': 0.9867845177650452}]"
경질이후,"[{'label': 'neutral', 'score': 0.9906586408615112}]","[{'label': 'neutral', 'score': 0.9575989246368408}]"
경질이후,"[{'label': 'neutral', 'score': 0.993866503238678}]","[{'label': 'neutral', 'score': 0.9921398758888245}]"
경질이후,"[{'label': 'neutral', 'score': 0.5361722111701965}]","[{'label': 'negative', 'score': 0.9970593452453613}]"
경질이후,"[{'label': 'neutral', 'score': 0.9704510569572449}]","[{'label': 'neutral', 'score': 0.9526917338371277}]"
경질이후,"[{'label': 'negative', 'score': 0.9703255295753479}]","[{'label': 'negative', 'score': 0.9757502675056458}]"
경질이후,"[{'label': 'neutral', 'score': 0.9534336924552917}]","[{'label': 'neutral', 'score': 0.9970291256904602}]"
경질이후,"[{'label': 'neutral', 'score': 0.8468198776245117}]","[{'label': 'neutral', 'score': 0.9731175303459167}]"
경질이후,"[{'label': 'negative', 'score': 0.7020330429077148}]","[{'label': 'negative', 'score': 0.9873598217964172}]"
경질이후,"[{'label': 'neutral', 'score': 0.9173159003257751}]","[{'label': 'negative', 'score': 0.9943050742149353}]"
경질이후,"[{'label': 'neutral', 'score': 0.998376727104187}]","[{'label': 'negative', 'score': 0.5875899791717529}]"
경질이후,"[{'label': 'neutral', 'score': 0.9539625644683838}]","[{'label': 'negative', 'score': 0.5402137637138367}]"
경질이후,"[{'label': 'negative', 'score': 0.6346474885940552}]","[{'label': 'neutral', 'score': 0.7705617547035217}]"
경질이후,"[{'label': 'negative', 'score': 0.9788159132003784}]","[{'label': 'negative', 'score': 0.9955278038978577}]"
경질이후,"[{'label': 'negative', 'score': 0.8465304374694824}]","[{'label': 'negative', 'score': 0.8174925446510315}]"
경질이후,"[{'label': 'neutral', 'score': 0.9911069273948669}]","[{'label': 'neutral', 'score': 0.5779500603675842}]"
경질이후,"[{'label': 'neutral', 'score': 0.8110244274139404}]","[{'label': 'neutral', 'score': 0.9919946193695068}]"
경질이후,"[{'label': 'neutral', 'score': 0.9935972690582275}]","[{'label': 'neutral', 'score': 0.8737570643424988}]"
경질이후,"[{'label': 'negative', 'score': 0.9816509485244751}]","[{'label': 'negative', 'score': 0.970478355884552}]"
경질이후,"[{'label': 'neutral', 'score': 0.6874358654022217}]","[{'label': 'neutral', 'score': 0.5413034558296204}]"
경질이후,"[{'label': 'neutral', 'score': 0.9403377175331116}]","[{'label': 'neutral', 'score': 0.8907702565193176}]"
경질이후,"[{'label': 'negative', 'score': 0.9451625943183899}]","[{'label': 'neutral', 'score': 0.9954193830490112}]"
경질이후,"[{'label': 'neutral', 'score': 0.9105731844902039}]","[{'label': 'negative', 'score': 0.9969688057899475}]"
경질이후,"[{'label': 'neutral', 'score': 0.9697312712669373}]","[{'label': 'negative', 'score': 0.7435401678085327}]"
경질이후,"[{'label': 'neutral', 'score': 0.6979249119758606}]","[{'label': 'negative', 'score': 0.9719794988632202}]"
경질이후,"[{'label': 'neutral', 'score': 0.748892068862915}]","[{'label': 'negative', 'score': 0.7046220302581787}]"
경질이후,"[{'label': 'negative', 'score': 0.961179792881012}]","[{'label': 'neutral', 'score': 0.9672351479530334}]"
경질이후,"[{'label': 'positive', 'score': 0.5818395614624023}]","[{'label': 'neutral', 'score': 0.580451250076294}]"
경질이후,"[{'label': 'negative', 'score': 0.632180392742157}]","[{'label': 'negative', 'score': 0.9519945979118347}]"
경질이후,"[{'label': 'neutral', 'score': 0.9033635854721069}]","[{'label': 'neutral', 'score': 0.9645776748657227}]"
경질이후,"[{'label': 'negative', 'score': 0.9687793254852295}]","[{'label': 'negative', 'score': 0.9358405470848083}]"
경질이후,"[{'label': 'negative', 'score': 0.9744083881378174}]","[{'label': 'negative', 'score': 0.7696312665939331}]"
경질이후,"[{'label': 'negative', 'score': 0.9654665589332581}]","[{'label': 'negative', 'score': 0.6384792327880859}]"
경질이후,"[{'label': 'negative', 'score': 0.9583997130393982}]","[{'label': 'negative', 'score': 0.9616852402687073}]"
경질이후,"[{'label': 'neutral', 'score': 0.9984530210494995}]","[{'label': 'neutral', 'score': 0.9123625755310059}]"
경질이후,"[{'label': 'neutral', 'score': 0.8978516459465027}]","[{'label': 'neutral', 'score': 0.7403082847595215}]"
경질이후,"[{'label': 'negative', 'score': 0.5808776021003723}]","[{'label': 'neutral', 'score': 0.9961813688278198}]"
경질이후,"[{'label': 'neutral', 'score': 0.49532362818717957}]","[{'label': 'neutral', 'score': 0.8982962369918823}]"
경질이후,"[{'label': 'neutral', 'score': 0.8555933833122253}]","[{'label': 'negative', 'score': 0.9153850674629211}]"
경질이후,"[{'label': 'neutral', 'score': 0.909670352935791}]","[{'label': 'negative', 'score': 0.5727075338363647}]"
경질이후,"[{'label': 'negative', 'score': 0.9260713458061218}]","[{'label': 'negative', 'score': 0.7099632620811462}]"
경질이후,"[{'label': 'neutral', 'score': 0.9740927219390869}]","[{'label': 'negative', 'score': 0.7793559432029724}]"
경질이후,"[{'label': 'negative', 'score': 0.8680340647697449}]","[{'label': 'negative', 'score': 0.9804090261459351}]"
경질이후,"[{'label': 'negative', 'score': 0.991224467754364}]","[{'label': 'negative', 'score': 0.9888423681259155}]"
경질이후,"[{'label': 'negative', 'score': 0.8446385264396667}]","[{'label': 'neutral', 'score': 0.9597290754318237}]"
경질이후,"[{'label': 'neutral', 'score': 0.8064918518066406}]","[{'label': 'negative', 'score': 0.7833429574966431}]"
경질이후,"[{'label': 'negative', 'score': 0.997850775718689}]","[{'label': 'negative', 'score': 0.9546494483947754}]"
경질이후,"[{'label': 'neutral', 'score': 0.8679348826408386}]","[{'label': 'neutral', 'score': 0.6689809560775757}]"
경질이후,"[{'label': 'neutral', 'score': 0.9661860466003418}]","[{'label': 'negative', 'score': 0.9960851669311523}]"
경질이후,"[{'label': 'negative', 'score': 0.969832181930542}]","[{'label': 'neutral', 'score': 0.8476213216781616}]"
경질이후,"[{'label': 'neutral', 'score': 0.9985529780387878}]","[{'label': 'negative', 'score': 0.990620493888855}]"
경질이후,"[{'label': 'negative', 'score': 0.9965404868125916}]","[{'label': 'negative', 'score': 0.9145587086677551}]"
경질이후,"[{'label': 'neutral', 'score': 0.9671311974525452}]","[{'label': 'negative', 'score': 0.7420396208763123}]"
경질이후,"[{'label': 'neutral', 'score': 0.5598364472389221}]","[{'label': 'negative', 'score': 0.9979971051216125}]"
경질이후,"[{'label': 'negative', 'score': 0.8534443974494934}]","[{'label': 'negative', 'score': 0.9962970614433289}]"
경질이후,"[{'label': 'negative', 'score': 0.5180147290229797}]","[{'label': 'negative', 'score': 0.9956048727035522}]"
경질이후,"[{'label': 'negative', 'score': 0.9300200939178467}]","[{'label': 'negative', 'score': 0.977466881275177}]"
경질이후,"[{'label': 'negative', 'score': 0.6439087390899658}]","[{'label': 'negative', 'score': 0.9979457259178162}]"
경질이후,"[{'label': 'negative', 'score': 0.8609836101531982}]","[{'label': 'negative', 'score': 0.9686152338981628}]"
경질이후,"[{'label': 'negative', 'score': 0.9937489032745361}]","[{'label': 'negative', 'score': 0.9993830919265747}]"
경질이후,"[{'label': 'neutral', 'score': 0.9404934644699097}]","[{'label': 'negative', 'score': 0.9974541068077087}]"
경질이후,"[{'label': 'negative', 'score': 0.988318145275116}]","[{'label': 'negative', 'score': 0.9954056739807129}]"
경질이후,"[{'label': 'negative', 'score': 0.9951469302177429}]","[{'label': 'neutral', 'score': 0.9908291101455688}]"
경질이후,"[{'label': 'neutral', 'score': 0.9774207472801208}]","[{'label': 'neutral', 'score': 0.992577850818634}]"
경질이후,"[{'label': 'negative', 'score': 0.8860905766487122}]","[{'label': 'negative', 'score': 0.9786280989646912}]"
경질이후,"[{'label': 'negative', 'score': 0.9746919274330139}]","[{'label': 'neutral', 'score': 0.9949790835380554}]"
경질이후,"[{'label': 'negative', 'score': 0.963371217250824}]","[{'label': 'neutral', 'score': 0.9812752604484558}]"
경질이후,"[{'label': 'neutral', 'score': 0.9813744425773621}]","[{'label': 'negative', 'score': 0.7212740182876587}]"
경질이후,"[{'label': 'neutral', 'score': 0.9947826266288757}]","[{'label': 'negative', 'score': 0.9978320002555847}]"
경질이후,"[{'label': 'negative', 'score': 0.5995168685913086}]","[{'label': 'negative', 'score': 0.9846599102020264}]"
경질이후,"[{'label': 'negative', 'score': 0.596645176410675}]","[{'label': 'negative', 'score': 0.9837319850921631}]"
경질이후,"[{'label': 'negative', 'score': 0.661918044090271}]","[{'label': 'negative', 'score': 0.5528528094291687}]"
경질이후,"[{'label': 'neutral', 'score': 0.9116818308830261}]","[{'label': 'negative', 'score': 0.9936311841011047}]"
경질이후,"[{'label': 'neutral', 'score': 0.7257164716720581}]","[{'label': 'negative', 'score': 0.9905341863632202}]"
경질이후,"[{'label': 'neutral', 'score': 0.9204023480415344}]","[{'label': 'negative', 'score': 0.8985623717308044}]"
경질이후,"[{'label': 'neutral', 'score': 0.6707066297531128}]","[{'label': 'negative', 'score': 0.998347282409668}]"
경질이후,"[{'label': 'negative', 'score': 0.993588924407959}]","[{'label': 'neutral', 'score': 0.9903869032859802}]"
경질이후,"[{'label': 'neutral', 'score': 0.9057415723800659}]","[{'label': 'negative', 'score': 0.8847864270210266}]"
경질이후,"[{'label': 'neutral', 'score': 0.5519671440124512}]","[{'label': 'negative', 'score': 0.9215278625488281}]"
경질이후,"[{'label': 'negative', 'score': 0.9794296026229858}]","[{'label': 'neutral', 'score': 0.9948976635932922}]"
경질이후,"[{'label': 'neutral', 'score': 0.894808828830719}]","[{'label': 'neutral', 'score': 0.7691048383712769}]"
